ID,Genre
1611,argentine heavy metal
1612,chinese singer-songwriter
1613,arab electronic
1614,chihuahua indie
1615,progressive post-hardcore
1616,microhouse
1617,portland indie
1618,comedy rap
1619,samba-jazz
1620,classic garage rock
1621,game mood
1622,portland hip hop
1623,ukrainian viral pop
1624,belgian rock
1625,russian grime
1626,chilean indie
1627,french opera
1628,anime phonk
1629,glitchbreak
1630,west bengali pop
1631,rock catala
1632,neue deutsche welle
1633,fourth world
1634,native american traditional
1635,music box
1636,bgm
1637,samba paulista
1638,viking folk
1639,neomelodici
1640,comedy
1641,chicago house
1642,tropical alternativo
1643,vietnamese trap
1644,musica angolana
1645,samba-rock
1646,brega romantico
1647,korean instrumental
1648,halloween
1649,trap pesado
1650,theme
1651,persian hip hop
1652,rap underground mexicano
1653,narodna muzika
1654,swedish indie folk
1655,trap dominicano
1656,contemporary classical
1657,southern americana
1658,fotbollslatar
1659,texas blues
1660,huzunlu sarkilar
1661,malayalam pop
1662,electrofox
1663,partido alto
1664,rap nacional antigo
1665,italian pop rock
1666,murcia indie
1667,german trance
1668,reggae tuga
1669,concepcion indie
1670,canadian folk
1671,pop quebecois
1672,uk melodic rap
1673,piano worship
1674,new jersey punk
1675,instrumental post-rock
1676,nordic house
1677,australian alternative pop
1678,dutch metal
1679,volkspop
1680,kavkaz
1681,polish indie
1682,no beat
1683,japanese new wave
1684,cologne indie
1685,new jersey underground rap
1686,reggae do maranhao
1687,french tech house
1688,minimal melodic techno
1689,japanese pop punk
1690,lagu timur
1691,slc indie
1692,mizrahi
1693,musica costena
1694,entehno
1695,lustrum
1696,balkan hip hop
1697,hip hop quebecois
1698,cowboy western
1699,uk experimental electronic
1700,malaysian mandopop
1701,welsh metal
1702,reggae cristao
1703,indonesian emo
1704,metallic hardcore
1705,belgian indie
1706,rochester mn indie
1707,liedermacher
1708,victoria bc indie
1709,japanese viral pop
1710,bay area indie
1711,trap peruano
1712,ska chileno
1713,marathi pop
1714,trap antillais
1715,laboratorio
1716,chillsynth
1717,minimalism
1718,chalga
1719,dutch cabaret
1720,brega funk
1721,chicago blues
1722,hungarian rock
1723,trap tuga
1724,barnemusikk
1725,birmingham grime
1726,parody
1727,nuevo folklore mexicano
1728,rap tunisien
1729,future rock
1730,jamaican hip hop
1731,mantra
1732,classic iskelma
1733,new weird america
1734,colombian rock
1735,brazilian punk
1736,big band
1737,japanese old school hip hop
1738,kermis
1739,dong-yo
1740,diy emo
1741,plug brasileiro
1742,uk garage
1743,italian soundtrack
1744,australian indigenous music
1745,deathgrind
1746,neo classical metal
1747,taiwan hip hop
1748,neoclassicism
1749,ambeat
1750,peruvian hip hop
1751,south african gospel
1752,swedish country
1753,symphonic deathcore
1754,lagu melayu
1755,thai folk rock
1756,shanty
1757,scandinavian r&b
1758,kwaito
1759,australian indie rock
1760,east coast reggae
1761,emoplugg
1762,finnish trap
1763,indonesian punk
1764,rock baiano
1765,brisbane indie
1766,greek underground rap
1767,musica tamaulipeca
1768,british children's music
1769,progressive deathcore
1770,arab alternative
1771,melodic techno
1772,pinoy pop punk
1773,swancore
1774,gregorian dance
1775,assamese pop
1776,future funk
1777,electro jazz
1778,grime brasileiro
1779,guaracha
1780,romanian rap
1781,czsk emo rap
1782,wrestling
1783,deep comedy
1784,uk contemporary jazz
1785,latin viral rap
1786,strut
1787,bergen indie
1788,tagalog worship
1789,country gospel
1790,dark cabaret
1791,folclore salteno
1792,progressive psytrance
1793,dark wave
1794,ska revival
1795,corridos belicos
1796,new comedy
1797,russian edm
1798,ecuadorian pop
1799,roda de samba
1800,fado
1801,post-screamo
1802,vintage french electronic
1803,carnaval cadiz
1804,pastoral
1805,acoustic rock
1806,rock independant francais
1807,texas pop punk
1808,alternative roots rock
1809,japanese post-hardcore
1810,nova musica pernambucana
1811,slovak hip hop
1812,musica sinaloense
1813,comedy rock
1814,colombian indie
1815,volksmusik
1816,belo horizonte indie
1817,ostrock
1818,israeli hip hop
1819,vbs
1820,xtra raw
1821,musica per bambini
1822,louvor
1823,french jazz
1824,hard bass
1825,world devotional
1826,industrial hip hop
1827,russian hyperpop
1828,japanese metalcore
1829,german oi
1830,nepali pop
1831,sinhala pop
1832,darksynth
1833,korean indie rock
1834,gregorian chant
1835,mambo
1836,deep talent show
1837,miami bass
1838,vietnamese singer-songwriter
1839,classic thai pop
1840,argentine punk
1841,samba reggae
1842,turkish soundtrack
1843,musica andina
1844,chinese idol pop
1845,kansas city hip hop
1846,steampunk
1847,experimental ambient
1848,deathgrass
1849,drain
1850,russian viral rap
1851,j-ambient
1852,banjo
1853,cancion infantil mexicana
1854,solfeggio product
1855,slamming deathcore
1856,classic polish pop
1857,turkce kadin rap
1858,norwegian rock
1859,jungle
1860,ecm-style jazz
1861,abstract beats
1862,cello
1863,ukrainian phonk
1864,saxophone house
1865,south african trap
1866,nottingham hip hop
1867,reggae cover
1868,old school bassline
1869,polish alternative rock
1870,rock quebecois
1871,indonesian ska
1872,australian r&b
1873,emo mexicano
1874,islamic recitation
1875,english baroque
1876,uk tech house
1877,australian post-hardcore
1878,synthesizer
1879,deep new americana
1880,russian underground rap
1881,dark rock
1882,dark post-punk
1883,old school dancehall
1884,doom metal
1885,musica poblana
1886,italian tenor
1887,canadian classical
1888,classical tenor
1889,swedish americana
1890,swedish melodic rock
1891,dangdut remix
1892,crossover thrash
1893,russian rave
1894,musica potosina
1895,sacramento hip hop
1896,german indie folk
1897,north east england indie
1898,punk rock mexicano
1899,psicodelia brasileira
1900,josei rap
1901,japanese instrumental
1902,bakersfield sound
1903,korean old school hip hop
1904,korean talent show
1905,chinese hip hop
1906,tex-mex
1907,anime cv
1908,city pop
1909,deutschrock
1910,drill brasileiro
1911,kawaii metal
1912,canadian metalcore
1913,groove gospel
1914,jewish pop
1915,orgcore
1916,classic belgian pop
1917,brazilian metal
1918,ballet class
1919,musica catalana
1920,kindie rock
1921,musica neoleonesa
1922,indian fusion
1923,carnatic
1924,popwave
1925,nottingham indie
1926,psychedelic pop
1927,battle rap
1928,classic j-rock
1929,indonesian post-hardcore
1930,nightrun
1931,albuquerque indie
1932,irish country
1933,portuguese rock
1934,roots americana
1935,brazilian indie
1936,glam punk
1937,brazilian emo
1938,brit funk
1939,alabama indie
1940,western swing
1941,cumbia lagunera
1942,malaysian indie
1943,post-metal
1944,french metal
1945,classic norwegian pop
1946,australian singer-songwriter
1947,8d
1948,blackened deathcore
1949,tololoche
1950,classic persian pop
1951,flamenco fusion
1952,double drumming
1953,brazilian soul
1954,west coast reggae
1955,k-pop ballad
1956,manila sound
1957,canadian children's music
1958,jazz quartet
1959,afro house
1960,singaporean singer-songwriter
1961,sertanejo gospel
1962,traditional country
1963,dabke
1964,lithuanian pop
1965,christian uplift
1966,trop rock
1967,flint hip hop
1968,trot
1969,rock alternativo espanol
1970,virginia metal
1971,lds youth
1972,chinese bgm
1973,german viral rap
1974,early avant garde
1975,swedish jazz
1976,cumbia andina mexicana
1977,super eurobeat
1978,novelty
1979,russian metal
1980,witch house
1981,acoustic chill
1982,african rock
1983,tribal house
1984,space age pop
1985,uzbek pop
1986,finnish heavy metal
1987,popping
1988,glitch
1989,zouk
1990,kawaii future bass
1991,musica alagoana
1992,louisiana blues
1993,rap cristao
1994,hip-hop experimental
1995,norwegian metal
1996,klubowe
1997,progressive jazz fusion
1998,5th wave emo
1999,dansktop
2000,swiss pop
2001,himachali pop
2002,bongo flava
2003,deep chill
2004,musica coahuilense
2005,eurobeat
2006,braindance
2007,melodic hardcore
2008,latin funk
2009,modern jazz piano
2010,asbury park indie
2011,speed up brasileiro
2012,rap anime
2013,czech folk
2014,trance brasileiro
2015,pub rock
2016,czech pop rock
2017,australian underground hip hop
2018,slovak pop
2019,lds
2020,modern melodic hardcore
2021,salsa choke
2022,relaxative
2023,south african pop dance
2024,birmingham hip hop
2025,ukrainian indie
2026,australian americana
2027,emo trap en espanol
2028,shabad
2029,organic ambient
2030,thai folk pop
2031,gabber
2032,bruneian pop
2033,acoustic punk
2034,hardcore
2035,j-reggae
2036,flute rock
2037,dreampunk
2038,magyar alternative
2039,norwegian country
2040,maskandi
2041,banda carnavalera
2042,afro drill
2043,mathcore
2044,zouk riddim
2045,groove room
2046,israeli singer-songwriter
2047,nu gabber
2048,australian garage punk
2049,latin soundtrack
2050,cologne hip hop
2051,cante flamenco
2052,bouncy house
2053,brazilian bass
2054,san marcos tx indie
2055,dominican pop
2056,deconstructed club
2057,japanese shoegaze
2058,azeri rap
2059,tolkien metal
2060,shred
2061,icelandic singer-songwriter
2062,talentschau
2063,rap lyonnais
2064,classic czech pop
2065,psychobilly
2066,indian rock
2067,country blues
2068,tango
2069,hurdy-gurdy
2070,tone
2071,deep rai
2072,math rock
2073,viet chill rap
2074,yodeling
2075,malang indie
2076,reggae gaucho
2077,chilean hardcore
2078,swedish garage rock
2079,hyperpop francais
2080,ukg revival
2081,symphonic black metal
2082,classic greek pop
2083,finnish melodeath
2084,techno kayo
2085,rap baixada fluminense
2086,shonen
2087,electroclash
2088,karneval
2089,nashville indie
2090,zxc
2091,mande pop
2092,finnish alternative rock
2093,ukrainian hip hop
2094,latintronica
2095,german hyperpop
2096,r&b italiano
2097,italian techno
2098,bosnian pop
2099,lithuanian edm
2100,belarusian indie
2101,lambadao
2102,praise
2103,papuri
2104,ebm
2105,brazilian boogie
2106,dutch tech house
2107,circuit
2108,punjabi lo-fi
2109,christian lo-fi
2110,ukrainian classical
2111,chamber psych
2112,vocal harmony group
2113,pakistani indie
2114,experimental classical
2115,cumbia colombiana regia
2116,polish reggae
2117,german worship
2118,puirt-a-beul
2119,fantasy
2120,reading indie
2121,russian indie
2122,electro bailando
2123,disco polo
2124,seiyu
2125,messianic praise
2126,batak
2127,indie catala
2128,dutch r&b
2129,turk sanat muzigi
2130,perth indie
2131,chinese melodic rap
2132,oktoberfest
2133,belarusian hip hop
2134,fogo pentecostal
2135,ethnotronica
2136,polish punk
2137,microtonal
2138,cumbia ecuatoriana
2139,anime piano
2140,russian modern classical
2141,japanese piano
2142,swedish dancehall
2143,swedish reggae
2144,austin americana
2145,indie rockism
2146,euskal rock
2147,rap antillais
2148,italian reggae
2149,high-tech minimal
2150,ambient house
2151,world fusion
2152,deep tech house
2153,rap siciliano
2154,pop worship
2155,moldovan pop
2156,new italo disco
2157,chill beats
2158,west end
2159,melodic deathcore
2160,south african alternative
2161,syrian pop
2162,turkish modern jazz
2163,uk post-punk revival
2164,instrumental soul
2165,classic finnish pop
2166,furry
2167,shatta
2168,musica gaucha
2169,christian afrobeat
2170,workout product
2171,indie extremena
2172,slovak rock
2173,british jazz
2174,russian punk rock
2175,ragga jungle
2176,oldschool deutschrap
2177,no wave
2178,orchestra
2179,california hardcore
2180,concurso de talentos argentino
2181,swiss indie
2182,british power metal
2183,tanzanian pop
2184,christelijk
2185,surf music
2186,lithuanian electronic
2187,honky tonk
2188,jump up
2189,rap romantico
2190,funktronica
2191,thai indie
2192,san diego rap
2193,j-punk
2194,smutny rap
2195,atlanta metal
2196,mundart
2197,metal cover
2198,finnish death metal
2199,leicester indie
2200,apostolic worship
2201,montreal indie
2202,chanson paillarde
2203,sevdah
2204,gypsy jazz
2205,hardvapour
2206,boston metal
2207,brega saudade
2208,timba
2209,delta blues
2210,speed up turkce
2211,pinoy idol pop
2212,musica cristiana guatemalteca
2213,pirate
2214,funky house
2215,scottish indie rock
2216,techno
2217,southern gospel
2218,dariacore
2219,russian witch house
2220,baglama
2221,classic bhangra
2222,britpop revival
2223,pinoy indie rock
2224,khaleeji iraqi
2225,hawaiian
2226,czech classical
2227,free jazz
2228,acid house
2229,neo-traditional bluegrass
2230,trap beats
2231,huayno
2232,shibuya-kei
2233,denpa-kei
2234,atlanta bass
2235,french death metal
2236,norwegian black metal
2237,comedie musicale
2238,deathstep
2239,nz hip hop
2240,adventista
2241,japanese drill
2242,finnish edm
2243,barcadi
2244,cocuk sarkilari
2245,underground power pop
2246,indonesian indie rock
2247,funk melody
2248,deep minimal techno
2249,atmospheric black metal
2250,musica llanera
2251,nasyid
2252,polish old school hip hop
2253,southern metal
2254,lesen
2255,classic punjabi pop
2256,jacksonville indie
2257,japanese pop rap
2258,cantautora argentina
2259,garhwali pop
2260,carnatic vocal
2261,norwegian singer-songwriter
2262,nederreggae
2263,rap francais nouvelle vague
2264,venezuelan indie
2265,german ska
2266,canadian old school hip hop
2267,nueva ola chilena
2268,k-rock
2269,punk 'n' roll
2270,minneapolis indie
2271,handpan
2272,canadian celtic
2273,yogyakarta indie
2274,hyperpop en espanol
2275,pakistani folk
2276,irish hip hop
2277,japanese indie pop
2278,chaotic hardcore
2279,classic malaysian pop
2280,harmonica blues
2281,jamgrass
2282,us power metal
2283,bangla pop
2284,trap cristao
2285,vintage jazz
2286,malayalam hip hop
2287,poezja spiewana
2288,rap montrealais
2289,boston punk
2290,jazz house
2291,fingerstyle
2292,baltimore hip hop
2293,drone metal
2294,musica nayarita
2295,indonesian edm
2296,german ccm
2297,folklore ecuatoriano
2298,riddim
2299,japanese screamo
2300,indiana hip hop
2301,nepali indie
2302,fluxwork
2303,indonesian blues
2304,futurepop
2305,estonian hip hop
2306,neurofunk
2307,vlaamse kinderliedje
2308,michigan indie
2309,classic dubstep
2310,french psychedelic
2311,psychill
2312,czech punk
2313,russian viral pop
2314,american contemporary classical
2315,burmese pop
2316,russian folk rock
2317,twee pop
2318,rai algerien
2319,chinderlieder
2320,vietnamese idol pop
2321,pittsburgh indie
2322,sovietwave
2323,symphonic power metal
2324,bristol indie
2325,australian talent show
2326,speed plug brasileiro
2327,new orleans blues
2328,futuristic swag
2329,manchester indie
2330,mexican edm
2331,geek folk
2332,skansk musik
2333,scottish electronic
2334,kompa
2335,malian blues
2336,substep
2337,rumba congolaise
2338,classic bangla pop
2339,british modern classical
2340,classical performance
2341,kundalini
2342,norwegian classical
2343,kurdish hip hop
2344,gaita zuliana
2345,african gospel
2346,balkan beats
2347,cumbia amazonica
2348,wyoming roots
2349,latin house
2350,japanese dance pop
2351,grand rapids indie
2352,semarang indie
2353,san diego indie
2354,touhou
2355,ndombolo
2356,hinos ccb
2357,electric bass
2358,epa dunk
2359,cumbia salvadorena
2360,dutch drill
2361,dmv rap
2362,abstract
2363,russian chanson
2364,swedish progressive metal
2365,rap regio
2366,serbian hip hop
2367,medieval folk
2368,cumbia uruguaya
2369,enka
2370,swiss rock
2371,chill out
2372,hong kong indie
2373,bozlak
2374,japanese chill rap
2375,russian dance pop
2376,leipzig electronic
2377,horrorcore
2378,galante era
2379,croatian rock
2380,nova musica carioca
2381,psychedelic folk
2382,21st century classical
2383,brazilian classical
2384,tempe indie
2385,vintage tollywood
2386,folclor colombiano
2387,neo-traditional country
2388,nantes indie
2389,rock piauiense
2390,norske viser
2391,experimental vocal
2392,south carolina indie
2393,deathrash
2394,alternative pop
2395,american modern classical
2396,african reggae
2397,pagan black metal
2398,palestinian hip hop
2399,kleinkunst
2400,sung poetry
2401,virgin islands reggae
2402,paisley underground
2403,viet lo-fi
2404,trova mexicana
2405,springfield mo indie
2406,russian reggae
2407,grindcore
2408,alaska indie
2409,finnish drill
2410,christian punk
2411,italian metal
2412,folclore santiagueno
2413,flamenco guitar
2414,kompa gouyad
2415,jamtronica
2416,ontario indie
2417,japanese indie rock
2418,canadian post-hardcore
2419,techengue
2420,tape club
2421,anime latino
2422,huapango
2423,chinese electropop
2424,japanese folk
2425,kenyan pop
2426,memphis blues
2427,german punk rock
2428,modern jazz trio
2429,dark disco
2430,oc indie
2431,folklore surero
2432,jazz rock
2433,kingston on indie
2434,thai viral pop
2435,malay rap
2436,bubblegum bass
2437,dutch americana
2438,modern hardcore
2439,rap maromba
2440,brazilian house
2441,pop peruano
2442,musica campechana
2443,musica popular paraense
2444,vintage schlager
2445,melodic groove metal
2446,azeri pop
2447,aggrotech
2448,vgm remix
2449,musica oaxaquena
2450,middle east hip hop
2451,kannada hip hop
2452,french movie tunes
2453,italian tech house
2454,dream trance
2455,boogaloo
2456,mod revival
2457,raw techno
2458,gaian doom
2459,nu age
2460,salsa international
2461,swedish metalcore
2462,collage pop
2463,arab trap
2464,thai folk
2465,horror synth
2466,champeta
2467,tallava
2468,cuban alternative
2469,american post-rock
2470,alberta country
2471,classical piano
2472,zespol dzieciecy
2473,copla
2474,kodomo no ongaku
2475,musica popular mineira
2476,musica maranhense
2477,drift
2478,swiss hip hop
2479,hokkaido indie
2480,fremantle indie
2481,bogor indie
2482,early music ensemble
2483,kurdish folk
2484,uk post-hardcore
2485,chinese minyao
2486,singing bowl
2487,danish alternative rock
2488,kenyan r&b
2489,alternative ccm
2490,folklore boliviano
2491,soukous
2492,huayno peruano
2493,blackgaze
2494,military rap
2495,cumbia surena
2496,psychedelic doom
2497,south african jazz
2498,musica juiz-forana
2499,instrumental bluegrass
2500,neue volksmusik
2501,chopped and screwed
2502,norwegian trap
2503,israeli folk
2504,instrumental math rock
2505,fidget house
2506,funky tech house
2507,beach house
2508,malaysian hip hop
2509,german jazz rap
2510,taiwan idol pop
2511,uk desi rap
2512,oriental metal
2513,rajasthani pop
2514,ukrainian electronic
2515,electro dub
2516,japanese ska
2517,irish metal
2518,jirai kei
2519,new tribe
2520,lo-fi brasileiro
2521,turntablism
2522,new england emo
2523,latincore
2524,jumpstyle
2525,hauntology
2526,zouglou
2527,igbo pop
2528,french indie folk
2529,dreamgaze
2530,arkansas hip hop
2531,children's choir
2532,riddim dubstep
2533,olympia wa indie
2534,korean singer-songwriter
2535,orthodox chant
2536,new delhi indie
2537,hong kong rock
2538,dc hardcore
2539,elektropunk
2540,melbourne indie
2541,rock viet
2542,viet remix
2543,chanson virale
2544,north carolina indie
2545,luk thung
2546,corridos cristianos
2547,garage pop
2548,scottish metal
2549,hard motivation
2550,norwegian jazz
2551,bluegrass gospel
2552,motivation
2553,electro trash
2554,musica canaria
2555,russian ska
2556,chanson quebecois
2557,instrumental acoustic guitar
2558,progressive trance house
2559,trinibad
2560,piratenmuziek
2561,speed garage
2562,swedish heavy metal
2563,clean comedy
2564,japanese jazz
2565,bolobedu house
2566,greek indie
2567,nyhc
2568,spanish synthpop
2569,balearic
2570,reunion pop
2571,doujin
2572,hindustani classical
2573,downtempo bass
2574,latin ska
2575,early synthpop
2576,azeri traditional
2577,western americana
2578,hard industrial techno
2579,bounce
2580,hip hop timur
2581,classic portuguese pop
2582,peruvian indie
2583,auteur-compositeur-interprete quebecois
2584,shojo
2585,oceania soundtrack
2586,minimal wave
2587,belgian techno
2588,cuban rumba
2589,cumbia editada
2590,indie platense
2591,classic nz pop
2592,adoracion pentecostal
2593,deep smooth jazz
2594,korean dream pop
2595,brass band
2596,polish metal
2597,hel
2598,florida death metal
2599,talentkonkurranse
2600,ambient idm
2601,italian lounge
2602,techno rave
2603,future bounce
2604,acid techno
2605,ballroom
2606,hong kong hip hop
2607,queercore
2608,musica criolla
2609,bornesange
2610,classic k-pop
2611,musica instrumental cristiana
2612,euskal musica
2613,musical advocacy
2614,straight edge
2615,opera
2616,thai teen pop
2617,cdmx indie
2618,scottish folk
2619,freak folk
2620,progressive uplifting trance
2621,kawaii edm
2622,guitarra mexicana
2623,canto popular uruguayo
2624,french baroque
2625,cha-cha-cha
2626,utopian virtual
2627,dakke dak
2628,danseband
2629,rap underground colombiano
2630,channel islands indie
2631,orebro indie
2632,experimental bass
2633,french folk pop
2634,chinese drama ost
2635,salsa cubana
2636,acid jazz
2637,sudanese pop
2638,southern soul blues
2639,power-pop punk
2640,cape town indie
2641,brutal deathcore
2642,progressive sludge
2643,nuevo folklore argentino
2644,philly drill
2645,classic progressive house
2646,comptine
2647,african-american classical
2648,native american contemporary
2649,doomgaze
2650,black thrash
2651,folklore peruano
2652,dutch singer-songwriter
2653,chinese manyao
2654,louisville indie
2655,nerdcore
2656,london indie
2657,orlando indie
2658,zikir
2659,brazilian thrash metal
2660,brazilian punk rock
2661,stride
2662,contemporary gospel
2663,tech trance
2664,harpsichord
2665,trap metal italiana
2666,reggae catala
2667,classic japanese jazz
2668,turkce remix
2669,synth punk
2670,musica andina chilena
2671,telugu folk
2672,neo-progressive
2673,canzone genovese
2674,tin pan alley
2675,japanese math rock
2676,italian power metal
2677,jump blues
2678,west coast trap
2679,calypso
2680,ethiopian pop
2681,new england americana
2682,renaissance
2683,morna
2684,rabindra sangeet
2685,avant-garde metal
2686,sgija
2687,gbvfi
2688,desert blues
2689,musique urbaine kinshasa
2690,german post-hardcore
2691,argentine ambient
2692,mashup
2693,afrobeat brasileiro
2694,space ambient
2695,classic nepali pop
2696,swiss metal
2697,rap motywacja
2698,modern ska punk
2699,arabic jazz
2700,french worship
2701,welsh indie
2702,anarcho-punk
2703,antilliaanse rap
2704,rebetiko
2705,spacewave
2706,japanese rockabilly
2707,glasgow indie
2708,jazz trombone
2709,dark hardcore
2710,canadian indie folk
2711,sevillanas
2712,hard alternative
2713,toronto rap
2714,japanese jazz fusion
2715,kasi rap
2716,russian alternative rock
2717,asheville indie
2718,forro tradicional
2719,528hz
2720,kabyle
2721,german show tunes
2722,musik anak-anak
2723,cowpunk
2724,kannada pop
2725,nu skool breaks
2726,necrotrap
2727,chanson humoristique
2728,plugg francais
2729,classical guitar
2730,german jazz
2731,cedm
2732,porro
2733,plena uruguaya
2734,trap maroc
2735,lo-fi latino
2736,rap angolano
2737,musica nicaraguense
2738,carimbo
2739,melanesian pop
2740,taiwan punk
2741,balochi pop
2742,egg punk
2743,estonian pop
2744,rogaland musikk
2745,popgaze
2746,italian folk metal
2747,danish modern jazz
2748,russian metalcore
2749,ecuadorian indie
2750,irish indie rock
2751,rap criolo
2752,american post-punk
2753,indie cordoba
2754,nordic folk
2755,socal indie
2756,metal mineiro
2757,fussball
2758,anime drill
2759,japanese jazztronica
2760,nordic folk metal
2761,brazilian progressive metal
2762,vancouver punk
2763,oi
2764,children's story
2765,arab folk
2766,streektaal
2767,bulgarian trap
2768,belgian singer-songwriter
2769,queer country
2770,indie curitibano
2771,chinese indie rock
2772,kyrgyz hip hop
2773,italian progressive rock
2774,cuatro venezolano
2775,vgm instrumental
2776,seemannslieder
2777,suomirap
2778,k-pop reality show
2779,rap italiano old school
2780,finnish classical
2781,underground rap
2782,hyperpop brasileiro
2783,mexican metal
2784,musica sarda
2785,men chika
2786,manso indie
2787,russian indie rock
2788,danish indie pop
2789,kundiman
2790,dungeon synth
2791,sinhala indie
2792,frankfurt electronic
2793,nashville americana
2794,malaysian tamil pop
2795,balkan brass
2796,metal guitar
2797,polish post-punk
2798,hip hop cubano
2799,mbalax
2800,boy pop
2801,tekno
2802,vintage dutch pop
2803,goregrind
2804,czsk viral pop
2805,brazilian groove metal
2806,gainesville indie
2807,bolero cubano
2808,classic greek rock
2809,latvian pop
2810,ritmo kombina
2811,nz electronic
2812,persian electronic
2813,spanish classical
2814,dayton indie
2815,electro-industrial
2816,irish indie
2817,japanese power metal
2818,bayerischer rap
2819,argentine indie rock
2820,soulful house
2821,turkce trap metal
2822,keroncong
2823,progressive death metal
2824,mallsoft
2825,elephant 6
2826,israeli trap
2827,bulgarian hip hop
2828,man's orchestra
2829,ulkucu sarkilar
2830,marathi traditional
2831,avant-garde jazz
2832,folklore paraguayo
2833,world chill
2834,indie shoegaze
2835,spanish invasion
2836,south african deep house
2837,cambridgeshire indie
2838,merengue tipico
2839,bali indie
2840,country quebecois
2841,tropical tecladista
2842,chicago pop punk
2843,ska jazz
2844,gothabilly
2845,japanese celtic
2846,cristiana para ninos
2847,nova canco
2848,north carolina emo
2849,german boom bap
2850,post-post-hardcore
2851,t-pop girl group
2852,drill and bass
2853,avant-garde
2854,canadian house
2855,jamaican ska
2856,huayno popular
2857,accordion
2858,louvores pentecostais
2859,swedish electronic
2860,mega funk
2861,belgian dnb
2862,french dub
2863,funky breaks
2864,vietnamese bolero
2865,slovak trap
2866,vaqueiro
2867,rosary
2868,cueca chilena
2869,new orleans funk
2870,new wave of thrash metal
2871,latin tech house
2872,classic anime
2873,cambodian pop
2874,christchurch indie
2875,czech singer-songwriter
2876,electronic djent
2877,british orchestra
2878,japanese post-rock
2879,danish indie
2880,industrial pop
2881,rap inde
2882,space rock
2883,sudanese hip hop
2884,fallen angel
2885,early reggae
2886,folclor afrocolombiano
2887,family gospel
2888,deep dnb
2889,ethio-jazz
2890,belarusian pop
2891,proto-techno
2892,congolese gospel
2893,gengetone
2894,italian jazz
2895,hokkien pop
2896,pop cristiano
2897,progressive power metal
2898,dutch dnb
2899,tipico
2900,medieval
2901,voidgaze
2902,kizomba antigas
2903,experimental folk
2904,full on
2905,thai ost
2906,icelandic folk
2907,swedish doom metal
2908,greek metal
2909,folklore nuevo argentino
2910,tamborazo
2911,cincinnati rap
2912,mappila paattu
2913,hard techno
2914,classic finnish rock
2915,folclore tucumano
2916,lds instrumental
2917,bajki
2918,romanian rock
2919,post-doom metal
2920,cumbia boliviana
2921,son cubano
2922,c86
2923,modern funk
2924,irish electronic
2925,indie dream pop
2926,tamil worship
2927,neru
2928,persian rock
2929,danish electropop
2930,depressive black metal
2931,norwegian folk rock
2932,old-time
2933,irish pub song
2934,autonomous black metal
2935,football
2936,j-core
2937,dublin indie
2938,korean electropop
2939,nz singer-songwriter
2940,rap liegeois
2941,instrumental djent
2942,zamba
2943,danish jazz
2944,choral
2945,pop ambient
2946,downtempo deathcore
2947,turkish punk
2948,puerto rican folk
2949,coupe-decale
2950,traditional soul
2951,australian metal
2952,german heavy metal
2953,old west
2954,ilahiler
2955,crust punk
2956,operetta
2957,musica santomense
2958,classic sinhala pop
2959,black punk
2960,sydney indie
2961,phleng phuea chiwit
2962,adoracion
2963,irish post-punk
2964,slovak punk
2965,semba
2966,commons
2967,okc indie
2968,zen
2969,musica ayacuchana
2970,finnish punk
2971,kc indie
2972,ska espanol
2973,yaoi
2974,hard trance
2975,melodic hard rock
2976,coral gospel
2977,nz indie
2978,rap kreyol
2979,garage house
2980,gqom
2981,jazz mexicano
2982,uk dub
2983,turin indie
2984,psychokore
2985,indonesian indie pop
2986,svensk progg
2987,thai pop rap
2988,forro gospel
2989,munich indie
2990,ugandan pop
2991,kizomba cabo-verdiana
2992,sichuanese hip hop
2993,modern old-time
2994,canadian modern jazz
2995,musique guadeloupe
2996,swedish black metal
2997,cypriot pop
2998,vancouver metal
2999,jazz clarinet
3000,finnish hard rock
3001,musica tabasquena
3002,audiophile vocal
3003,modular synth
3004,arunachal indie
3005,slow game
3006,polish blues
3007,krautrock
3008,nwocr
3009,nagpuri pop
3010,japanese underground rap
3011,omaha indie
3012,tunisian pop
3013,vintage tango
3014,folkmusik
3015,palestinian pop
3016,viola caipira
3017,dutch indie rock
3018,korean underground rap
3019,outsider
3020,modern jungle
3021,musica para criancas
3022,israeli indie
3023,musica capixaba
3024,symphonic death metal
3025,connecticut hardcore
3026,canadian garage rock
3027,lagu sunda
3028,musica jalisciense
3029,kyushu indie
3030,ukrainian folk rock
3031,rumeli turkuleri
3032,library music
3033,modern uplift
3034,midwest americana
3035,german country
3036,musica sudcaliforniana
3037,tulsa indie
3038,gypsy punk
3039,vietnamese pop
3040,rock alternatif francais
3041,dalarna indie
3042,british contemporary classical
3043,miami indie
3044,outsider house
3045,draga
3046,buffalo ny metal
3047,victorian britain
3048,ukrainian post-punk
3049,oshare kei
3050,swedish synth
3051,french punk
3052,nephop
3053,heavy alternative
3054,deep german indie
3055,thai bl ost
3056,symfonicky orchestr
3057,rap capixaba
3058,neue deutsche todeskunst
3059,rock chapin
3060,brazilian hardcore
3061,reggae peruano
3062,modern goth
3063,native american flute
3064,aussie emo
3065,okinawan folk
3066,greek house
3067,dutch trap
3068,cover acustico
3069,classic icelandic pop
3070,blaskapelle
3071,hiplife
3072,funana
3073,atlanta punk
3074,uk worship
3075,blasmusik
