VST3i: Surge XT (Surge Synth Team) (2->6ch)

ID,Name,Value Current,Value Middle,Value Min,Value Max,Context Current,Context Middle,Context Min,Context Max
2207,MIDI CC 11|2,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2208,MIDI CC 11|3,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2209,MIDI CC 11|4,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2210,MIDI CC 11|5,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2211,MIDI CC 11|6,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2212,MIDI CC 11|7,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2213,MIDI CC 11|8,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2214,MIDI CC 11|9,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2215,MIDI CC 11|10,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2216,MIDI CC 11|11,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2217,MIDI CC 11|12,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2218,MIDI CC 11|13,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2219,MIDI CC 11|14,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2220,MIDI CC 11|15,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2221,MIDI CC 11|16,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2222,MIDI CC 11|17,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2223,MIDI CC 11|18,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2224,MIDI CC 11|19,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2225,MIDI CC 11|20,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2226,MIDI CC 11|21,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2227,MIDI CC 11|22,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2228,MIDI CC 11|23,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2229,MIDI CC 11|24,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2230,MIDI CC 11|25,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2231,MIDI CC 11|26,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2232,MIDI CC 11|27,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2233,MIDI CC 11|28,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2234,MIDI CC 11|29,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2235,MIDI CC 11|30,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2236,MIDI CC 11|31,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2237,MIDI CC 11|32,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2238,MIDI CC 11|33,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2239,MIDI CC 11|34,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2240,MIDI CC 11|35,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2241,MIDI CC 11|36,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2242,MIDI CC 11|37,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2243,MIDI CC 11|38,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2244,MIDI CC 11|39,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2245,MIDI CC 11|40,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2246,MIDI CC 11|41,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2247,MIDI CC 11|42,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2248,MIDI CC 11|43,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2249,MIDI CC 11|44,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2250,MIDI CC 11|45,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2251,MIDI CC 11|46,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2252,MIDI CC 11|47,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2253,MIDI CC 11|48,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2254,MIDI CC 11|49,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2255,MIDI CC 11|50,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2256,MIDI CC 11|51,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2257,MIDI CC 11|52,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2258,MIDI CC 11|53,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2259,MIDI CC 11|54,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2260,MIDI CC 11|55,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2261,MIDI CC 11|56,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2262,MIDI CC 11|57,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2263,MIDI CC 11|58,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2264,MIDI CC 11|59,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2265,MIDI CC 11|60,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2266,MIDI CC 11|61,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2267,MIDI CC 11|62,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2268,MIDI CC 11|63,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2269,MIDI CC 11|64,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2270,MIDI CC 11|65,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2271,MIDI CC 11|66,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2272,MIDI CC 11|67,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2273,MIDI CC 11|68,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2274,MIDI CC 11|69,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2275,MIDI CC 11|70,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2276,MIDI CC 11|71,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2277,MIDI CC 11|72,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2278,MIDI CC 11|73,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2279,MIDI CC 11|74,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2280,MIDI CC 11|75,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2281,MIDI CC 11|76,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2282,MIDI CC 11|77,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2283,MIDI CC 11|78,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2284,MIDI CC 11|79,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2285,MIDI CC 11|80,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2286,MIDI CC 11|81,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2287,MIDI CC 11|82,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2288,MIDI CC 11|83,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2289,MIDI CC 11|84,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2290,MIDI CC 11|85,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2291,MIDI CC 11|86,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2292,MIDI CC 11|87,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2293,MIDI CC 11|88,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2294,MIDI CC 11|89,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2295,MIDI CC 11|90,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2296,MIDI CC 11|91,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2297,MIDI CC 11|92,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2298,MIDI CC 11|93,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2299,MIDI CC 11|94,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2300,MIDI CC 11|95,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2301,MIDI CC 11|96,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2302,MIDI CC 11|97,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2303,MIDI CC 11|98,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2304,MIDI CC 11|99,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2305,MIDI CC 11|100,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2306,MIDI CC 11|101,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2307,MIDI CC 11|102,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2308,MIDI CC 11|103,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2309,MIDI CC 11|104,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2310,MIDI CC 11|105,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2311,MIDI CC 11|106,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2312,MIDI CC 11|107,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2313,MIDI CC 11|108,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2314,MIDI CC 11|109,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2315,MIDI CC 11|110,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2316,MIDI CC 11|111,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2317,MIDI CC 11|112,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2318,MIDI CC 11|113,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2319,MIDI CC 11|114,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2320,MIDI CC 11|115,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2321,MIDI CC 11|116,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2322,MIDI CC 11|117,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2323,MIDI CC 11|118,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2324,MIDI CC 11|119,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2325,MIDI CC 11|120,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2326,MIDI CC 11|121,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2327,MIDI CC 11|122,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2328,MIDI CC 11|123,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2329,MIDI CC 11|124,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2330,MIDI CC 11|125,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2331,MIDI CC 11|126,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2332,MIDI CC 11|127,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2333,MIDI CC 11|128,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2334,MIDI CC 11|129,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2335,MIDI CC 12|0,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2336,MIDI CC 12|1,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2337,MIDI CC 12|2,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2338,MIDI CC 12|3,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2339,MIDI CC 12|4,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2340,MIDI CC 12|5,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2341,MIDI CC 12|6,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2342,MIDI CC 12|7,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2343,MIDI CC 12|8,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2344,MIDI CC 12|9,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2345,MIDI CC 12|10,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2346,MIDI CC 12|11,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2347,MIDI CC 12|12,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2348,MIDI CC 12|13,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2349,MIDI CC 12|14,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2350,MIDI CC 12|15,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2351,MIDI CC 12|16,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2352,MIDI CC 12|17,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2353,MIDI CC 12|18,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2354,MIDI CC 12|19,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2355,MIDI CC 12|20,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2356,MIDI CC 12|21,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2357,MIDI CC 12|22,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2358,MIDI CC 12|23,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2359,MIDI CC 12|24,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2360,MIDI CC 12|25,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2361,MIDI CC 12|26,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2362,MIDI CC 12|27,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2363,MIDI CC 12|28,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2364,MIDI CC 12|29,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2365,MIDI CC 12|30,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2366,MIDI CC 12|31,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2367,MIDI CC 12|32,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2368,MIDI CC 12|33,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2369,MIDI CC 12|34,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2370,MIDI CC 12|35,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2371,MIDI CC 12|36,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2372,MIDI CC 12|37,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2373,MIDI CC 12|38,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2374,MIDI CC 12|39,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2375,MIDI CC 12|40,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2376,MIDI CC 12|41,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2377,MIDI CC 12|42,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2378,MIDI CC 12|43,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2379,MIDI CC 12|44,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2380,MIDI CC 12|45,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2381,MIDI CC 12|46,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2382,MIDI CC 12|47,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2383,MIDI CC 12|48,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2384,MIDI CC 12|49,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2385,MIDI CC 12|50,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2386,MIDI CC 12|51,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2387,MIDI CC 12|52,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2388,MIDI CC 12|53,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2389,MIDI CC 12|54,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2390,MIDI CC 12|55,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2391,MIDI CC 12|56,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2392,MIDI CC 12|57,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2393,MIDI CC 12|58,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2394,MIDI CC 12|59,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2395,MIDI CC 12|60,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2396,MIDI CC 12|61,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2397,MIDI CC 12|62,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2398,MIDI CC 12|63,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2399,MIDI CC 12|64,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2400,MIDI CC 12|65,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2401,MIDI CC 12|66,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2402,MIDI CC 12|67,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2403,MIDI CC 12|68,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2404,MIDI CC 12|69,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2405,MIDI CC 12|70,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2406,MIDI CC 12|71,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2407,MIDI CC 12|72,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2408,MIDI CC 12|73,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2409,MIDI CC 12|74,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2410,MIDI CC 12|75,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2411,MIDI CC 12|76,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2412,MIDI CC 12|77,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2413,MIDI CC 12|78,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2414,MIDI CC 12|79,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2415,MIDI CC 12|80,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2416,MIDI CC 12|81,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2417,MIDI CC 12|82,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2418,MIDI CC 12|83,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2419,MIDI CC 12|84,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2420,MIDI CC 12|85,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2421,MIDI CC 12|86,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2422,MIDI CC 12|87,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2423,MIDI CC 12|88,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2424,MIDI CC 12|89,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2425,MIDI CC 12|90,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2426,MIDI CC 12|91,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2427,MIDI CC 12|92,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2428,MIDI CC 12|93,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2429,MIDI CC 12|94,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2430,MIDI CC 12|95,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2431,MIDI CC 12|96,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2432,MIDI CC 12|97,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2433,MIDI CC 12|98,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2434,MIDI CC 12|99,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2435,MIDI CC 12|100,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2436,MIDI CC 12|101,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2437,MIDI CC 12|102,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2438,MIDI CC 12|103,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2439,MIDI CC 12|104,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2440,MIDI CC 12|105,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2441,MIDI CC 12|106,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2442,MIDI CC 12|107,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2443,MIDI CC 12|108,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2444,MIDI CC 12|109,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2445,MIDI CC 12|110,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2446,MIDI CC 12|111,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2447,MIDI CC 12|112,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2448,MIDI CC 12|113,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2449,MIDI CC 12|114,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2450,MIDI CC 12|115,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2451,MIDI CC 12|116,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2452,MIDI CC 12|117,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2453,MIDI CC 12|118,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2454,MIDI CC 12|119,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2455,MIDI CC 12|120,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2456,MIDI CC 12|121,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2457,MIDI CC 12|122,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2458,MIDI CC 12|123,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2459,MIDI CC 12|124,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2460,MIDI CC 12|125,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2461,MIDI CC 12|126,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2462,MIDI CC 12|127,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2463,MIDI CC 12|128,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2464,MIDI CC 12|129,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2465,MIDI CC 13|0,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2466,MIDI CC 13|1,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2467,MIDI CC 13|2,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2468,MIDI CC 13|3,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2469,MIDI CC 13|4,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2470,MIDI CC 13|5,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2471,MIDI CC 13|6,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2472,MIDI CC 13|7,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2473,MIDI CC 13|8,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2474,MIDI CC 13|9,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2475,MIDI CC 13|10,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2476,MIDI CC 13|11,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2477,MIDI CC 13|12,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2478,MIDI CC 13|13,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2479,MIDI CC 13|14,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2480,MIDI CC 13|15,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2481,MIDI CC 13|16,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2482,MIDI CC 13|17,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2483,MIDI CC 13|18,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
2484,MIDI CC 13|19,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
