VST3i: Surge XT (Surge Synth Team) (2->6ch)

ID,Name,Value Current,Value Middle,Value Min,Value Max,Context Current,Context Middle,Context Min,Context Max
670,B LFO 5 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
671,B LFO 5 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
672,B LFO 5 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
673,B LFO 5 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
674,B LFO 5 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
675,B LFO 5 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
676,B LFO 5 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
677,B LFO 5 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
678,B LFO 5 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
679,B LFO 5 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
680,B LFO 5 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
681,B LFO 5 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
682,B LFO 5 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
683,B LFO 6 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
684,B LFO 6 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
685,B LFO 6 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
686,B LFO 6 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
687,B LFO 6 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
688,B LFO 6 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
689,B LFO 6 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
690,B LFO 6 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
691,B LFO 6 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
692,B LFO 6 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
693,B LFO 6 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
694,B LFO 6 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
695,B LFO 6 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
696,B Scene LFO 1 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
697,B Scene LFO 1 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
698,B Scene LFO 1 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
699,B Scene LFO 1 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
700,B Scene LFO 1 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
701,B Scene LFO 1 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
702,B Scene LFO 1 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
703,B Scene LFO 1 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
704,B Scene LFO 1 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
705,B Scene LFO 1 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
706,B Scene LFO 1 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
707,B Scene LFO 1 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
708,B Scene LFO 1 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
709,B Scene LFO 2 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
710,B Scene LFO 2 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
711,B Scene LFO 2 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
712,B Scene LFO 2 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
713,B Scene LFO 2 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
714,B Scene LFO 2 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
715,B Scene LFO 2 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
716,B Scene LFO 2 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
717,B Scene LFO 2 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
718,B Scene LFO 2 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
719,B Scene LFO 2 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
720,B Scene LFO 2 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
721,B Scene LFO 2 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
722,B Scene LFO 3 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
723,B Scene LFO 3 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
724,B Scene LFO 3 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
725,B Scene LFO 3 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
726,B Scene LFO 3 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
727,B Scene LFO 3 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
728,B Scene LFO 3 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
729,B Scene LFO 3 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
730,B Scene LFO 3 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
731,B Scene LFO 3 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
732,B Scene LFO 3 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
733,B Scene LFO 3 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
734,B Scene LFO 3 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
735,B Scene LFO 4 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
736,B Scene LFO 4 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
737,B Scene LFO 4 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
738,B Scene LFO 4 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
739,B Scene LFO 4 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
740,B Scene LFO 4 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
741,B Scene LFO 4 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
742,B Scene LFO 4 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
743,B Scene LFO 4 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
744,B Scene LFO 4 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
745,B Scene LFO 4 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
746,B Scene LFO 4 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
747,B Scene LFO 4 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
748,B Scene LFO 5 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
749,B Scene LFO 5 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
750,B Scene LFO 5 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
751,B Scene LFO 5 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
752,B Scene LFO 5 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
753,B Scene LFO 5 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
754,B Scene LFO 5 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
755,B Scene LFO 5 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
756,B Scene LFO 5 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
757,B Scene LFO 5 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
758,B Scene LFO 5 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
759,B Scene LFO 5 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
760,B Scene LFO 5 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
761,B Scene LFO 6 Type,00.00,00.50,00.00,01.00,Sine,Sample & Hold,Sine,Formula
762,B Scene LFO 6 Rate,00.44,00.50,00.00,01.00,1.000 Hz,2.000 Hz,0.008 Hz,512.000 Hz
763,B Scene LFO 6 Phase,00.00,00.50,00.00,01.00,0.00 %,50.00 %,0.00 %,100.00 %
764,B Scene LFO 6 Amplitude,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
765,B Scene LFO 6 Deform,00.50,00.50,00.00,01.00,0.00 %,0.00 %,-100.00 %,100.00 %
766,B Scene LFO 6 Trigger Mode,00.50,00.50,00.00,01.00,Keytrigger,Keytrigger,Freerun,Random
767,B Scene LFO 6 Unipolar,00.00,00.50,00.00,01.00,Off,Off,Off,On
768,B Scene LFO 6 Delay,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
769,B Scene LFO 6 Attack,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
770,B Scene LFO 6 Hold,00.00,00.50,00.00,01.00,0.000 s,0.354 s,0.000 s,32.000 s
771,B Scene LFO 6 Decay,00.62,00.50,00.00,01.00,1.000 s,0.354 s,0.000 s,32.000 s
772,B Scene LFO 6 Sustain,01.00,00.50,00.00,01.00,100.00 %,50.00 %,0.00 %,100.00 %
773,B Scene LFO 6 Release,01.00,00.50,00.00,01.00,Forever,0.354 s,0.000 s,Forever
774,Bypass Surge XT,00.00,00.50,00.00,01.00,Active,Active,Active,Bypassed
775,MIDI CC 0|0,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
776,MIDI CC 0|1,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
777,MIDI CC 0|2,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
778,MIDI CC 0|3,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
779,MIDI CC 0|4,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
780,MIDI CC 0|5,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
781,MIDI CC 0|6,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
782,MIDI CC 0|7,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
783,MIDI CC 0|8,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
784,MIDI CC 0|9,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
785,MIDI CC 0|10,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
786,MIDI CC 0|11,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
787,MIDI CC 0|12,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
788,MIDI CC 0|13,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
789,MIDI CC 0|14,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
790,MIDI CC 0|15,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
791,MIDI CC 0|16,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
792,MIDI CC 0|17,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
793,MIDI CC 0|18,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
794,MIDI CC 0|19,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
795,MIDI CC 0|20,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
796,MIDI CC 0|21,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
797,MIDI CC 0|22,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
798,MIDI CC 0|23,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
799,MIDI CC 0|24,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
800,MIDI CC 0|25,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
801,MIDI CC 0|26,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
802,MIDI CC 0|27,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
803,MIDI CC 0|28,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
804,MIDI CC 0|29,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
805,MIDI CC 0|30,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
806,MIDI CC 0|31,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
807,MIDI CC 0|32,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
808,MIDI CC 0|33,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
809,MIDI CC 0|34,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
810,MIDI CC 0|35,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
811,MIDI CC 0|36,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
812,MIDI CC 0|37,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
813,MIDI CC 0|38,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
814,MIDI CC 0|39,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
815,MIDI CC 0|40,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
816,MIDI CC 0|41,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
817,MIDI CC 0|42,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
818,MIDI CC 0|43,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
819,MIDI CC 0|44,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
820,MIDI CC 0|45,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
821,MIDI CC 0|46,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
822,MIDI CC 0|47,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
823,MIDI CC 0|48,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
824,MIDI CC 0|49,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
825,MIDI CC 0|50,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
826,MIDI CC 0|51,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
827,MIDI CC 0|52,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
828,MIDI CC 0|53,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
829,MIDI CC 0|54,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
830,MIDI CC 0|55,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
831,MIDI CC 0|56,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
832,MIDI CC 0|57,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
833,MIDI CC 0|58,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
834,MIDI CC 0|59,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
835,MIDI CC 0|60,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
836,MIDI CC 0|61,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
837,MIDI CC 0|62,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
838,MIDI CC 0|63,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
839,MIDI CC 0|64,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
840,MIDI CC 0|65,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
841,MIDI CC 0|66,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
842,MIDI CC 0|67,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
843,MIDI CC 0|68,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
844,MIDI CC 0|69,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
845,MIDI CC 0|70,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
846,MIDI CC 0|71,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
847,MIDI CC 0|72,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
848,MIDI CC 0|73,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
849,MIDI CC 0|74,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
850,MIDI CC 0|75,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
851,MIDI CC 0|76,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
852,MIDI CC 0|77,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
853,MIDI CC 0|78,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
854,MIDI CC 0|79,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
855,MIDI CC 0|80,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
856,MIDI CC 0|81,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
857,MIDI CC 0|82,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
858,MIDI CC 0|83,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
859,MIDI CC 0|84,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
860,MIDI CC 0|85,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
861,MIDI CC 0|86,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
862,MIDI CC 0|87,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
863,MIDI CC 0|88,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
864,MIDI CC 0|89,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
865,MIDI CC 0|90,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
866,MIDI CC 0|91,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
867,MIDI CC 0|92,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
868,MIDI CC 0|93,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
869,MIDI CC 0|94,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
870,MIDI CC 0|95,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
871,MIDI CC 0|96,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
872,MIDI CC 0|97,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
873,MIDI CC 0|98,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
874,MIDI CC 0|99,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
875,MIDI CC 0|100,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
876,MIDI CC 0|101,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
877,MIDI CC 0|102,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
878,MIDI CC 0|103,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
879,MIDI CC 0|104,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
880,MIDI CC 0|105,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
881,MIDI CC 0|106,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
882,MIDI CC 0|107,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
883,MIDI CC 0|108,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
884,MIDI CC 0|109,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
885,MIDI CC 0|110,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
886,MIDI CC 0|111,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
887,MIDI CC 0|112,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
888,MIDI CC 0|113,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
889,MIDI CC 0|114,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
890,MIDI CC 0|115,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
891,MIDI CC 0|116,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
892,MIDI CC 0|117,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
893,MIDI CC 0|118,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
894,MIDI CC 0|119,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
895,MIDI CC 0|120,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
896,MIDI CC 0|121,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
897,MIDI CC 0|122,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
898,MIDI CC 0|123,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
899,MIDI CC 0|124,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
900,MIDI CC 0|125,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
901,MIDI CC 0|126,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
902,MIDI CC 0|127,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
903,MIDI CC 0|128,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
904,MIDI CC 0|129,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
905,MIDI CC 1|0,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
906,MIDI CC 1|1,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
907,MIDI CC 1|2,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
908,MIDI CC 1|3,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
909,MIDI CC 1|4,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
910,MIDI CC 1|5,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
911,MIDI CC 1|6,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
912,MIDI CC 1|7,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
913,MIDI CC 1|8,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
914,MIDI CC 1|9,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
915,MIDI CC 1|10,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
916,MIDI CC 1|11,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
917,MIDI CC 1|12,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
918,MIDI CC 1|13,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
919,MIDI CC 1|14,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
920,MIDI CC 1|15,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
921,MIDI CC 1|16,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
922,MIDI CC 1|17,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
923,MIDI CC 1|18,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
924,MIDI CC 1|19,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
925,MIDI CC 1|20,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
926,MIDI CC 1|21,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
927,MIDI CC 1|22,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
928,MIDI CC 1|23,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
929,MIDI CC 1|24,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
930,MIDI CC 1|25,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
931,MIDI CC 1|26,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
932,MIDI CC 1|27,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
933,MIDI CC 1|28,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
934,MIDI CC 1|29,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
935,MIDI CC 1|30,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
936,MIDI CC 1|31,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
937,MIDI CC 1|32,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
938,MIDI CC 1|33,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
939,MIDI CC 1|34,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
940,MIDI CC 1|35,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
941,MIDI CC 1|36,00.00,00.50,00.00,01.00,0.0000,0.5000,0.0000,1.0000
